iso,year,month,nlsum
"AFG",2013,1,561584.49
"AFG",2013,2,535623.14
"AFG",2013,3,868548.66
"AFG",2013,4,605603.76
"AFG",2013,5,559717.47
"AFG",2013,6,443394.87
"AFG",2013,7,326449.36
"AFG",2013,8,480726.97
"AFG",2013,9,567755.07
"AFG",2013,10,1168886.4
"AFG",2013,11,847975.43
"AFG",2013,12,806299.88
"AFG",2014,1,653221.87
"AFG",2014,2,798852.99
"AFG",2014,3,691712.95
"AFG",2014,4,576938.01
"AFG",2014,5,545857.11
"AFG",2014,6,151720.25
"AFG",2014,7,518296.13
"AFG",2014,8,793648.28
"AFG",2014,9,708149.84
"AFG",2014,10,717616.2
"AFG",2014,11,156772.92
"AFG",2014,12,1173672.9
"AFG",2015,1,849872.81
"AFG",2015,2,1121775.5
"AFG",2015,3,884373.54
"AFG",2015,4,539731.23
"AFG",2015,5,385612.11
"AFG",2015,6,149899.57
"AFG",2015,7,376663.74
"AFG",2015,8,159861.21
"AFG",2015,9,413349.29
"AFG",2015,10,471097.84
"AFG",2015,11,703114
"AFG",2015,12,802151.28
"AFG",2016,1,248040.25
"AFG",2016,2,331377.87
"AFG",2016,3,308015.03
"AFG",2016,4,271445.23
"AFG",2016,5,532886.84
"AFG",2016,6,144928.31
"AFG",2016,7,252414.05
"AFG",2016,8,228458.5
"AFG",2016,9,516637.71
"AFG",2016,10,897974.91
"AFG",2016,11,339112.41
"AFG",2016,12,648321.07
"AFG",2017,1,1021094.7
"AFG",2017,2,1225211.1
"AFG",2017,3,1122934.9
"AFG",2017,4,1045104.2
"AFG",2017,5,1160875.4
"AFG",2017,6,546333.83
"AFG",2017,7,1224164.9
"AFG",2017,8,1262447
"AFG",2017,9,1353199.5
"AFG",2017,10,1775770.4
"AFG",2017,11,1459674.3
"AFG",2017,12,1060721.1
"AFG",2018,1,824737.61
"AFG",2018,2,1134807.9
"AFG",2018,3,1009714.8
"AFG",2018,4,1039661.8
"AFG",2018,5,1165627.8
"AFG",2018,6,500316.27
"AFG",2018,7,927945.61
"AFG",2018,8,979569.41
"AFG",2018,9,1020716
"AFG",2018,10,1334415.8
"AFG",2018,11,1348167.9
"AFG",2018,12,715067.14
"AFG",2019,1,856791.19
"AFG",2019,2,957829.04
"AFG",2019,3,1141991
"AFG",2019,4,1046477.7
"AFG",2019,5,1095819.6
"AFG",2019,6,535648.07
"AFG",2019,7,813801.11
"AFG",2019,8,768115.15
"AFG",2019,9,1009530.4
"AFG",2019,10,1398999.1
"AFG",2019,11,1196705.3
"AFG",2019,12,883241.04
"AFG",2020,1,622857.49
"AFG",2020,2,1219141.7
"AFG",2020,3,1064838.6
"AFG",2020,4,1116952.7
"AFG",2020,5,1243150.1
"AFG",2020,6,603915.33
"AFG",2020,7,1102191.1
"AFG",2020,8,1147067.4
"AFG",2020,9,1280885.1
"AFG",2020,10,1301982.4
"AFG",2020,11,1578792.4
"AFG",2020,12,1296874.8
"AFG",2021,1,1088987.7
"AFG",2021,2,1230123.7
"AFG",2021,3,1182435.4
"AFG",2021,4,1304894
"AFG",2021,5,1305657.2
"AFG",2021,6,836820.21
"AFG",2021,7,1116026.2
"AFG",2021,8,1647916.9
"AFG",2021,9,1131247
"AFG",2021,10,1647147.8
"AFG",2021,11,1392899.8
"AFG",2021,12,1422280.5
"AFG",2022,1,1296361.6
"AFG",2022,2,1535887.7
"AFG",2022,3,1398168.9
"AFG",2022,4,1498390.3
"AFG",2022,5,1481188.2
"AFG",2022,6,774746.27
"AFG",2022,7,422128.39
"AFG",2022,8,915071.84
"AFG",2022,9,1479215.1
"AFG",2022,10,1366815
"AFG",2022,11,1335492.6
"AFG",2022,12,1505359.1
"AFG",2023,1,1458705.5
"AFG",2023,2,1383304.6
"AFG",2023,3,1418519.6
"AFG",2023,4,1469255.3
"AFG",2023,5,1527030
"AFG",2023,6,721098.34
"AFG",2023,7,1255625.8
"AFG",2023,8,1549104.6
"AFG",2023,9,1728827.6
"AFG",2023,10,1648100.4
"AFG",2023,11,1929566.6
"AFG",2023,12,1291097.5
"AFG",2024,1,1462223.7
"AFG",2024,2,1397217.5
"AFG",2024,3,1760164.7
"AFG",2024,4,1554435.3
"AFG",2024,5,1253455.3
"AGO",2013,1,441151.03
"AGO",2013,2,884940.05
"AGO",2013,3,714595.71
"AGO",2013,4,622260.43
"AGO",2013,5,327277.14
"AGO",2013,6,515570.14
"AGO",2013,7,565938.81
"AGO",2013,8,755293.56
"AGO",2013,9,715937.97
"AGO",2013,10,965526.5
"AGO",2013,11,1117575.3
"AGO",2013,12,413811.96
"AGO",2014,1,747052.28
"AGO",2014,2,801866.92
"AGO",2014,3,969190.89
"AGO",2014,4,548481.2
"AGO",2014,5,253228.89
"AGO",2014,6,481390.5
"AGO",2014,7,701410.85
"AGO",2014,8,999776.76
"AGO",2014,9,594090.72
"AGO",2014,10,559523.45
"AGO",2014,11,256005.55
"AGO",2014,12,588582.16
"AGO",2015,1,1022831.9
"AGO",2015,2,1293783.5
"AGO",2015,3,682341.04
"AGO",2015,4,296938.46
"AGO",2015,5,256176.21
"AGO",2015,6,484553.02
"AGO",2015,7,583338.11
"AGO",2015,8,716492.22
"AGO",2015,9,753548.83
"AGO",2015,10,610668.28
"AGO",2015,11,763182.98
"AGO",2015,12,559383.89
"AGO",2016,1,279985.82
"AGO",2016,2,389310.65
"AGO",2016,3,509901.25
"AGO",2016,4,660191
"AGO",2016,5,496699.68
"AGO",2016,6,770844.1
"AGO",2016,7,751483.9
"AGO",2016,8,691933.95
"AGO",2016,9,609550.68
"AGO",2016,10,624062.77
"AGO",2016,11,613681.54
"AGO",2016,12,341108.24
"AGO",2017,1,985547.02
"AGO",2017,2,1669770.4
"AGO",2017,3,1638853.6
"AGO",2017,4,1919122.3
"AGO",2017,5,1270826.8
"AGO",2017,6,1013335.8
"AGO",2017,7,929270.83
"AGO",2017,8,1083613.2
"AGO",2017,9,1768284.8
"AGO",2017,10,2124111.5
"AGO",2017,11,1941112.2
"AGO",2017,12,1254438
"AGO",2018,1,1148278.9
"AGO",2018,2,1189281.9
"AGO",2018,3,1973002.1
"AGO",2018,4,1656061.1
"AGO",2018,5,1193412.3
"AGO",2018,6,787849
"AGO",2018,7,1165073.8
"AGO",2018,8,1060011
"AGO",2018,9,1492981.6
"AGO",2018,10,1704499.4
"AGO",2018,11,1792473.2
"AGO",2018,12,1213877.3
"AGO",2019,1,603833.4
"AGO",2019,2,1087347.7
"AGO",2019,3,1308716.2
"AGO",2019,4,1444931
"AGO",2019,5,813778.83
"AGO",2019,6,767113.3
"AGO",2019,7,1077194.4
"AGO",2019,8,1069005.7
"AGO",2019,9,1151444.1
"AGO",2019,10,1340176.4
"AGO",2019,11,1881216.9
"AGO",2019,12,1198243.9
"AGO",2020,1,678241.28
"AGO",2020,2,1499441.1
"AGO",2020,3,2022988.3
"AGO",2020,4,1725252.5
"AGO",2020,5,1222378.3
"AGO",2020,6,1326370.1
"AGO",2020,7,1679526.7
"AGO",2020,8,1414518.6
"AGO",2020,9,1685090.3
"AGO",2020,10,2183423
"AGO",2020,11,1942752.4
"AGO",2020,12,1682095
"AGO",2021,1,1246617.5
"AGO",2021,2,1643704
"AGO",2021,3,1827846.6
"AGO",2021,4,2092766.7
"AGO",2021,5,1475617.5
"AGO",2021,6,1301776.6
"AGO",2021,7,1693459.8
"AGO",2021,8,2338968.6
"AGO",2021,9,1860464.5
"AGO",2021,10,1988997.8
"AGO",2021,11,1865393.1
"AGO",2021,12,1757230.8
"AGO",2022,1,1108090.8
"AGO",2022,2,2094161.9
"AGO",2022,3,1776087.8
"AGO",2022,4,2052618.8
"AGO",2022,5,1677811.3
"AGO",2022,6,1487473
"AGO",2022,7,958489.95
"AGO",2022,8,1577124.5
"AGO",2022,9,2606705.7
"AGO",2022,10,2325755.6
"AGO",2022,11,2070267.7
"AGO",2022,12,1685936.9
"AGO",2023,1,1294378.9
"AGO",2023,2,1413281.5
"AGO",2023,3,1798119.5
"AGO",2023,4,1950738.9
"AGO",2023,5,1629584.3
"AGO",2023,6,1444709.7
"AGO",2023,7,2167811.5
"AGO",2023,8,1986950.2
"AGO",2023,9,2287769.9
"AGO",2023,10,2570738.6
"AGO",2023,11,2108643.2
"AGO",2023,12,1413094.3
"AGO",2024,1,1816817.9
"AGO",2024,2,1887673.4
"AGO",2024,3,2032279.1
"AGO",2024,4,2690094
"AGO",2024,5,1560012.9
"ALB",2013,1,111266.6
"ALB",2013,2,99144.66
"ALB",2013,3,113789.38
"ALB",2013,4,119393.58
"ALB",2013,5,49992.06
"ALB",2013,6,0
"ALB",2013,7,0
"ALB",2013,8,113980.88
"ALB",2013,9,116656.3
"ALB",2013,10,134355.7
"ALB",2013,11,124353.81
"ALB",2013,12,116056.12
"ALB",2014,1,118362.87
"ALB",2014,2,122184.42
"ALB",2014,3,99548.55
"ALB",2014,4,113726.63
"ALB",2014,5,0
"ALB",2014,6,0
"ALB",2014,7,0
"ALB",2014,8,136042.84
"ALB",2014,9,109634.36
"ALB",2014,10,122178.63
"ALB",2014,11,87140.95
"ALB",2014,12,161826.76
"ALB",2015,1,148439.07
"ALB",2015,2,133095.52
"ALB",2015,3,103263.06
"ALB",2015,4,91963.91
"ALB",2015,5,0
"ALB",2015,6,0
"ALB",2015,7,0
"ALB",2015,8,91195.82
"ALB",2015,9,89923.37
"ALB",2015,10,80281.09
"ALB",2015,11,118305.78
"ALB",2015,12,104875.09
"ALB",2016,1,106285.56
"ALB",2016,2,78831.77
"ALB",2016,3,80021.96
"ALB",2016,4,85431.89
"ALB",2016,5,660.18
"ALB",2016,6,0
"ALB",2016,7,0
"ALB",2016,8,98172.23
"ALB",2016,9,87322.73
"ALB",2016,10,97169.46
"ALB",2016,11,109154.39
"ALB",2016,12,113743.41
"ALB",2017,1,136241.29
"ALB",2017,2,144043.85
"ALB",2017,3,132560.29
"ALB",2017,4,118873.99
"ALB",2017,5,23297.03
"ALB",2017,6,0
"ALB",2017,7,0
"ALB",2017,8,143340.57
"ALB",2017,9,137556.98
"ALB",2017,10,168040.65
"ALB",2017,11,138613.47
"ALB",2017,12,143398.57
"ALB",2018,1,148490.7
"ALB",2018,2,138947.72
"ALB",2018,3,115210.63
"ALB",2018,4,125118.53
"ALB",2018,5,0
"ALB",2018,6,0
"ALB",2018,7,0
"ALB",2018,8,128900.69
"ALB",2018,9,127905.9
"ALB",2018,10,135003.82
"ALB",2018,11,148642.18
"ALB",2018,12,132851.03
"ALB",2019,1,166634.02
"ALB",2019,2,139403.61
"ALB",2019,3,138645.61
"ALB",2019,4,150804.21
"ALB",2019,5,24594.56
"ALB",2019,6,0
"ALB",2019,7,0
"ALB",2019,8,128759.34
"ALB",2019,9,135989.07
"ALB",2019,10,161467.62
"ALB",2019,11,158785.51
"ALB",2019,12,150858.31
"ALB",2020,1,131907.34
"ALB",2020,2,158898.78
"ALB",2020,3,149851.87
"ALB",2020,4,153221.74
"ALB",2020,5,0
"ALB",2020,6,0
"ALB",2020,7,0
"ALB",2020,8,155759.37
"ALB",2020,9,147395.19
"ALB",2020,10,162120.53
"ALB",2020,11,183276.91
"ALB",2020,12,175770.94
"ALB",2021,1,181651.34
"ALB",2021,2,207719.68
"ALB",2021,3,162571.53
"ALB",2021,4,152863.79
"ALB",2021,5,39.31
"ALB",2021,6,0
"ALB",2021,7,0
"ALB",2021,8,186366.15
"ALB",2021,9,161746.75
"ALB",2021,10,175565.35
"ALB",2021,11,181470.37
"ALB",2021,12,189367.89
"ALB",2022,1,195051.53
"ALB",2022,2,201717.06
"ALB",2022,3,189370.93
"ALB",2022,4,173929.73
"ALB",2022,5,2081.82
"ALB",2022,6,0
"ALB",2022,7,0
"ALB",2022,8,150896.59
"ALB",2022,9,183411.58
"ALB",2022,10,182263.14
"ALB",2022,11,165082.34
"ALB",2022,12,184832.72
"ALB",2023,1,203713.81
"ALB",2023,2,205854.19
"ALB",2023,3,190229.15
"ALB",2023,4,185162.85
"ALB",2023,5,0
"ALB",2023,6,0
"ALB",2023,7,0
"ALB",2023,8,187047.81
"ALB",2023,9,182902.15
"ALB",2023,10,197475.13
"ALB",2023,11,179459.92
"ALB",2023,12,199468.27
"ALB",2024,1,240016.09
"ALB",2024,2,211320.52
"ALB",2024,3,224493.3
"ALB",2024,4,217312.62
"ALB",2024,5,468.49
"ARG",2013,1,4347382.7
"ARG",2013,2,4462751.2
"ARG",2013,3,4344051.6
"ARG",2013,4,6413541.2
"ARG",2013,5,5872018.9
"ARG",2013,6,6130410.5
"ARG",2013,7,4290497.6
"ARG",2013,8,4975389.9
"ARG",2013,9,4948608.7
"ARG",2013,10,5923456.4
"ARG",2013,11,6076558.9
"ARG",2013,12,4821848.8
"ARG",2014,1,5408973
"ARG",2014,2,5248395.8
"ARG",2014,3,5552346.9
"ARG",2014,4,5951278
"ARG",2014,5,4619228.9
"ARG",2014,6,4481482.9
"ARG",2014,7,5392389
"ARG",2014,8,5623914.3
"ARG",2014,9,4527995
"ARG",2014,10,4776103.8
"ARG",2014,11,4021978.6
"ARG",2014,12,4630308.5
"ARG",2015,1,4983994.9
"ARG",2015,2,7369457.9
"ARG",2015,3,6930910.5
"ARG",2015,4,6337104
"ARG",2015,5,5235158.2
"ARG",2015,6,5635793.9
"ARG",2015,7,4500241.5
"ARG",2015,8,3998737.2
"ARG",2015,9,4714646.7
"ARG",2015,10,4655238.1
"ARG",2015,11,5097180.2
"ARG",2015,12,3902612.4
"ARG",2016,1,4565022.7
"ARG",2016,2,4683460
"ARG",2016,3,5075373.2
"ARG",2016,4,4990634
"ARG",2016,5,6534852.1
"ARG",2016,6,4423521.2
"ARG",2016,7,4010400.8
"ARG",2016,8,4094517
"ARG",2016,9,5095351
"ARG",2016,10,4554826.1
"ARG",2016,11,5299386.6
"ARG",2016,12,4303926.3
"ARG",2017,1,6216155.6
"ARG",2017,2,7195333.1
"ARG",2017,3,7114916.8
"ARG",2017,4,8087945.2
"ARG",2017,5,8255814.4
"ARG",2017,6,8216106.2
"ARG",2017,7,6492923.4
"ARG",2017,8,7209333.6
"ARG",2017,9,7093731.2
"ARG",2017,10,8014930.3
"ARG",2017,11,7925580.3
"ARG",2017,12,5721936.5
"ARG",2018,1,7272639.7
"ARG",2018,2,8443303.9
"ARG",2018,3,7915439.2
"ARG",2018,4,8630982.4
"ARG",2018,5,8415934
"ARG",2018,6,7256069.6
"ARG",2018,7,6921208.9
"ARG",2018,8,6228908.5
"ARG",2018,9,6608149.9
"ARG",2018,10,7076101.3
"ARG",2018,11,6489106.2
"ARG",2018,12,5696104.3
"ARG",2019,1,5107814.6
"ARG",2019,2,5945325.1
"ARG",2019,3,6651619.8
"ARG",2019,4,8507997.9
"ARG",2019,5,8151448.5
"ARG",2019,6,7695322.9
"ARG",2019,7,6647128.5
"ARG",2019,8,6728923.5
"ARG",2019,9,7111120.1
"ARG",2019,10,7182807.5
"ARG",2019,11,7234535.3
"ARG",2019,12,6102370.6
"ARG",2020,1,4995228.8
"ARG",2020,2,8718105.3
"ARG",2020,3,8874515.5
"ARG",2020,4,9695867.6
"ARG",2020,5,9128006.8
"ARG",2020,6,8702386.4
"ARG",2020,7,7800556.4
"ARG",2020,8,7763874.8
"ARG",2020,9,8134147.6
"ARG",2020,10,7600387.6
"ARG",2020,11,8141905.2
"ARG",2020,12,5889759.2
"ARG",2021,1,7655116.7
"ARG",2021,2,7055057.3
"ARG",2021,3,8847060.3
"ARG",2021,4,9240151.4
"ARG",2021,5,8668765.2
"ARG",2021,6,8251229.8
"ARG",2021,7,7337506.3
"ARG",2021,8,8800932.4
"ARG",2021,9,6506727.4
"ARG",2021,10,7856340.7
"ARG",2021,11,8270713.9
"ARG",2021,12,6775472.3
"ARG",2022,1,8116566.1
"ARG",2022,2,9202039
"ARG",2022,3,9752601.1
"ARG",2022,4,11092320
"ARG",2022,5,10929245
"ARG",2022,6,9485357.2
"ARG",2022,7,7299424.9
"ARG",2022,8,6955338.3
"ARG",2022,9,9176140.1
"ARG",2022,10,8701964.6
"ARG",2022,11,8692081.1
"ARG",2022,12,6716631.8
"ARG",2023,1,8726862.7
"ARG",2023,2,9954140.9
"ARG",2023,3,8544715.3
"ARG",2023,4,10294342
"ARG",2023,5,10244812
"ARG",2023,6,9637647
"ARG",2023,7,9391935
"ARG",2023,8,9178729
"ARG",2023,9,7868519.2
"ARG",2023,10,9818951
"ARG",2023,11,10126694
"ARG",2023,12,6505103
"ARG",2024,1,7864262
"ARG",2024,2,8583769.5
"ARG",2024,3,10299579
"ARG",2024,4,10420590
"ARG",2024,5,10198229
"AUS",2013,1,4732131.8
"AUS",2013,2,4254443.7
"AUS",2013,3,4292873.4
"AUS",2013,4,5164498
"AUS",2013,5,2534418.5
"AUS",2013,6,3735330.6
"AUS",2013,7,2218635.2
"AUS",2013,8,2783169.5
"AUS",2013,9,2479668.8
"AUS",2013,10,4861478
"AUS",2013,11,7961333.8
"AUS",2013,12,3260106.1
"AUS",2014,1,3447536.5
"AUS",2014,2,5077661.7
"AUS",2014,3,3981391.7
"AUS",2014,4,5813208.6
"AUS",2014,5,2958082.9
"AUS",2014,6,2147548.4
"AUS",2014,7,1933048.3
"AUS",2014,8,4992790.1
"AUS",2014,9,3543699.5
"AUS",2014,10,6787932.2
"AUS",2014,11,2441518.8
"AUS",2014,12,2560445.7
"AUS",2015,1,5366490
"AUS",2015,2,8802809.8
"AUS",2015,3,7576938.8
"AUS",2015,4,4024601.7
"AUS",2015,5,2994703.9
"AUS",2015,6,1735136.8
"AUS",2015,7,1737580.8
"AUS",2015,8,2132175.2
"AUS",2015,9,2355240.5
"AUS",2015,10,3730779.4
"AUS",2015,11,6116131.9
"AUS",2015,12,2232498.6
"AUS",2016,1,1881479.9
"AUS",2016,2,1771927.7
"AUS",2016,3,2135502.2
"AUS",2016,4,3867241.2
"AUS",2016,5,4198202.1
"AUS",2016,6,1874069.4
"AUS",2016,7,1973239.7
"AUS",2016,8,1773969.9
"AUS",2016,9,2723732.7
"AUS",2016,10,2791135.7
"AUS",2016,11,3564144.3
"AUS",2016,12,2524161.1
"AUS",2017,1,3713293.5
"AUS",2017,2,7293518.8
"AUS",2017,3,8254018
"AUS",2017,4,10320489
"AUS",2017,5,10415734
"AUS",2017,6,6074753.9
"AUS",2017,7,6047210.9
"AUS",2017,8,8778771.4
"AUS",2017,9,11789393
"AUS",2017,10,11976780
"AUS",2017,11,12953484
"AUS",2017,12,10258765
"AUS",2018,1,6751741.4
"AUS",2018,2,10140878
"AUS",2018,3,9542882.4
"AUS",2018,4,13471870
"AUS",2018,5,10109694
"AUS",2018,6,5988028.5
"AUS",2018,7,6242558.2
"AUS",2018,8,5825193.4
"AUS",2018,9,7452838.6
"AUS",2018,10,9443652.1
"AUS",2018,11,10389748
"AUS",2018,12,7748550.7
"AUS",2019,1,5746098.5
"AUS",2019,2,6520064.1
"AUS",2019,3,7166804.4
"AUS",2019,4,10147077
"AUS",2019,5,8434504.7
"AUS",2019,6,5563253.1
"AUS",2019,7,4801442.8
"AUS",2019,8,5165326.7
"AUS",2019,9,6209858.2
"AUS",2019,10,6209858.2
"AUS",2019,11,10400155
"AUS",2019,12,6557821.1
"AUS",2020,1,3415283.4
"AUS",2020,2,11108170
"AUS",2020,3,12749269
"AUS",2020,4,14310740
"AUS",2020,5,10663275
"AUS",2020,6,7654853.7
"AUS",2020,7,8432287.1
"AUS",2020,8,8809689.6
"AUS",2020,9,9912452.1
"AUS",2020,10,10145248
"AUS",2020,11,11606263
"AUS",2020,12,8252697.5
"AUS",2021,1,9076499.4
"AUS",2021,2,8625170.8
"AUS",2021,3,10549446
"AUS",2021,4,14538821
"AUS",2021,5,11783999
"AUS",2021,6,9539413
"AUS",2021,7,8045287.9
"AUS",2021,8,12292314
"AUS",2021,9,8112300.5
"AUS",2021,10,12459198
"AUS",2021,11,11478960
"AUS",2021,12,11184399
"AUS",2022,1,10698499
"AUS",2022,2,11576076
"AUS",2022,3,14114603
"AUS",2022,4,15381741
"AUS",2022,5,12823651
"AUS",2022,6,10062413
"AUS",2022,7,3449786.2
"AUS",2022,8,8624342.7
"AUS",2022,9,12866045
"AUS",2022,10,12959004
"AUS",2022,11,13965590
"AUS",2022,12,9337708.7
"AUS",2023,1,10457742
"AUS",2023,2,11523102
"AUS",2023,3,12095016
"AUS",2023,4,15485968
"AUS",2023,5,14244882
"AUS",2023,6,10414584
"AUS",2023,7,10296495
"AUS",2023,8,12391150
"AUS",2023,9,16737215
"AUS",2023,10,22236243
"AUS",2023,11,25061173
"AUS",2023,12,12898508
"AUS",2024,1,10457141
"AUS",2024,2,12541632
"AUS",2024,3,14518030
"AUS",2024,4,15535534
"AUS",2024,5,11747234
"AUT",2013,1,570159.39
"AUT",2013,2,578275.66
"AUT",2013,3,425920.68
"AUT",2013,4,335144.6
"AUT",2013,5,0
"AUT",2013,6,0
"AUT",2013,7,0
"AUT",2013,8,25345.88
"AUT",2013,9,402474.68
"AUT",2013,10,397542.71
"AUT",2013,11,506762.23
"AUT",2013,12,379838.87
"AUT",2014,1,421707.71
"AUT",2014,2,464438.12
"AUT",2014,3,370590.72
"AUT",2014,4,424468.46
"AUT",2014,5,0
"AUT",2014,6,0
"AUT",2014,7,0
"AUT",2014,8,4047.68
"AUT",2014,9,417812.17
"AUT",2014,10,424174.27
"AUT",2014,11,286192.03
"AUT",2014,12,751919.53
"AUT",2015,1,605090.58
"AUT",2015,2,540875.02
"AUT",2015,3,422093.19
"AUT",2015,4,180.89
"AUT",2015,5,0
"AUT",2015,6,0
"AUT",2015,7,0
"AUT",2015,8,0
"AUT",2015,9,384374.43
"AUT",2015,10,301755.47
"AUT",2015,11,440265.03
"AUT",2015,12,354049.63
"AUT",2016,1,644192.23
"AUT",2016,2,391759.79
"AUT",2016,3,375926
"AUT",2016,4,398997.65
"AUT",2016,5,0
"AUT",2016,6,0
"AUT",2016,7,0
"AUT",2016,8,46073.11
"AUT",2016,9,366954.57
"AUT",2016,10,418112.48
"AUT",2016,11,420525.5
"AUT",2016,12,449305.95
"AUT",2017,1,681139.1
"AUT",2017,2,556472.59
"AUT",2017,3,557405.84
"AUT",2017,4,473446.07
"AUT",2017,5,0
"AUT",2017,6,0
"AUT",2017,7,0
"AUT",2017,8,135948.03
"AUT",2017,9,518791.14
"AUT",2017,10,559650.57
"AUT",2017,11,519827.19
"AUT",2017,12,611500.18
"AUT",2018,1,638885.18
"AUT",2018,2,640012.56
"AUT",2018,3,566074.18
"AUT",2018,4,562501.12
"AUT",2018,5,0
"AUT",2018,6,0
"AUT",2018,7,0
"AUT",2018,8,0
"AUT",2018,9,468770.61
"AUT",2018,10,510929.9
"AUT",2018,11,528957.28
"AUT",2018,12,606487.34
"AUT",2019,1,765242.67
"AUT",2019,2,634606.84
"AUT",2019,3,503207.04
"AUT",2019,4,507260.9
"AUT",2019,5,0
"AUT",2019,6,0
"AUT",2019,7,0
"AUT",2019,8,60751.25
"AUT",2019,9,477338.18
"AUT",2019,10,537474.05
"AUT",2019,11,529874.24
"AUT",2019,12,592080.45
"AUT",2020,1,496246.86
"AUT",2020,2,550693.6
"AUT",2020,3,529034.13
"AUT",2020,4,550612.14
"AUT",2020,5,0
"AUT",2020,6,0
"AUT",2020,7,0
"AUT",2020,8,1492.6
"AUT",2020,9,499593.97
"AUT",2020,10,501192.71
"AUT",2020,11,596015.78
"AUT",2020,12,536160.24
"AUT",2021,1,886939.12
"AUT",2021,2,853836.8
"AUT",2021,3,553079.99
"AUT",2021,4,552778.01
"AUT",2021,5,0
"AUT",2021,6,0
"AUT",2021,7,0
"AUT",2021,8,0
"AUT",2021,9,543076.36
"AUT",2021,10,519337.24
"AUT",2021,11,597765.1
"AUT",2021,12,753024.61
"AUT",2022,1,722653.43
"AUT",2022,2,666776.56
"AUT",2022,3,653824.37
"AUT",2022,4,491674.77
"AUT",2022,5,0
"AUT",2022,6,0
"AUT",2022,7,0
"AUT",2022,8,1399.25
"AUT",2022,9,549537.39
"AUT",2022,10,526072.13
"AUT",2022,11,525444.03
"AUT",2022,12,615780.52
"AUT",2023,1,731529.84
"AUT",2023,2,638913.97
"AUT",2023,3,609706.56
"AUT",2023,4,83076.32
"AUT",2023,5,0
"AUT",2023,6,0
"AUT",2023,7,0
"AUT",2023,8,0
"AUT",2023,9,552928.89
"AUT",2023,10,529195.01
"AUT",2023,11,617086.24
"AUT",2023,12,674032.44
"AUT",2024,1,769861.84
"AUT",2024,2,563809.36
"AUT",2024,3,608681.77
"AUT",2024,4,557249.82
"AUT",2024,5,0
"AZE",2013,1,340807.22
"AZE",2013,2,254607.84
"AZE",2013,3,340127.86
"AZE",2013,4,319618.38
"AZE",2013,5,508342.97
"AZE",2013,6,0
"AZE",2013,7,0
"AZE",2013,8,361843.45
"AZE",2013,9,365681.04
"AZE",2013,10,404716.96
"AZE",2013,11,401263.49
"AZE",2013,12,360650.97
"AZE",2014,1,299012.81
"AZE",2014,2,423213.25
"AZE",2014,3,275655.15
"AZE",2014,4,290655.86
"AZE",2014,5,238482.13
"AZE",2014,6,0
"AZE",2014,7,0
"AZE",2014,8,397314.47
"AZE",2014,9,355393.68
"AZE",2014,10,330394.23
"AZE",2014,11,218784.09
"AZE",2014,12,472400.25
"AZE",2015,1,349856.74
"AZE",2015,2,444534.87
"AZE",2015,3,314541.3
"AZE",2015,4,270241.56
"AZE",2015,5,0
"AZE",2015,6,0
"AZE",2015,7,0
"AZE",2015,8,323196.7
"AZE",2015,9,335812.41
"AZE",2015,10,252292.36
"AZE",2015,11,351558.26
"AZE",2015,12,340119.16
"AZE",2016,1,331614.9
"AZE",2016,2,284089.34
"AZE",2016,3,247249.1
"AZE",2016,4,261102.54
"AZE",2016,5,45025.13
"AZE",2016,6,0
"AZE",2016,7,19861.06
"AZE",2016,8,327744.97
"AZE",2016,9,297136.26
"AZE",2016,10,349227.77
"AZE",2016,11,316583.95
"AZE",2016,12,326376.56
"AZE",2017,1,385563.71
"AZE",2017,2,452168.56
"AZE",2017,3,351234.55
"AZE",2017,4,339878.02
"AZE",2017,5,42656.69
"AZE",2017,6,0
"AZE",2017,7,6461.69
"AZE",2017,8,450017.82
"AZE",2017,9,439668.05
"AZE",2017,10,471838.66
"AZE",2017,11,416989.27
"AZE",2017,12,360713.35
"AZE",2018,1,332333.52
"AZE",2018,2,295953.07
"AZE",2018,3,325935.96
"AZE",2018,4,350184.34
"AZE",2018,5,0
"AZE",2018,6,0
"AZE",2018,7,0
"AZE",2018,8,433341.23
"AZE",2018,9,428187.37
"AZE",2018,10,388887.41
"AZE",2018,11,385582.4
"AZE",2018,12,324888.21
"AZE",2019,1,422626.77
"AZE",2019,2,318765.55
"AZE",2019,3,403494.04
"AZE",2019,4,362901.94
"AZE",2019,5,110277.85
"AZE",2019,6,0
"AZE",2019,7,2741.3
"AZE",2019,8,344557.1
"AZE",2019,9,401895.65
"AZE",2019,10,505433.06
"AZE",2019,11,443146.43
"AZE",2019,12,464981.52
"AZE",2020,1,351896.59
"AZE",2020,2,420718.05
"AZE",2020,3,364107.49
"AZE",2020,4,399511.72
"AZE",2020,5,0
"AZE",2020,6,0
"AZE",2020,7,3447.27
"AZE",2020,8,422654.47
"AZE",2020,9,374608.81
"AZE",2020,10,440743.26
"AZE",2020,11,444776.34
"AZE",2020,12,385877.09
"AZE",2021,1,450276.29
"AZE",2021,2,435722.12
"AZE",2021,3,398071.14
"AZE",2021,4,422354.99
"AZE",2021,5,229840.44
"AZE",2021,6,0
"AZE",2021,7,0
"AZE",2021,8,467964.55
"AZE",2021,9,393189.9
"AZE",2021,10,412137.33
"AZE",2021,11,444709.75
"AZE",2021,12,489996.32
"AZE",2022,1,509065.53
"AZE",2022,2,482576.55
"AZE",2022,3,463877.98
