iso3,year,energy_per_capita,co2,co2_per_capita,life_expectancy,gdp_per_capita,gini,night_lights,electricity_access_pct,life_exp_female,life_exp_male
KWT,2020,95379.328,90.103,20.477,78.2483,49372.574,,,100.0,80.4,77.2
LAC,2001,,,,,,,,91.6904405,73.87521693,67.83864926
LAC,2005,,,,,,,,93.04014702,75.26261681,69.26114304
LAC,2010,,,,,,,,95.56561402,76.12758152,70.15987522
LAC,2015,,,,,,,,97.04448425,77.50187451,71.64444433
LAC,2020,,,,,,,,97.98577748,76.24497918,69.6941387
LAO,2001,972.894,1.059,0.192,58.8867,3015.6326,,,45.3,60.568,57.233
LAO,2005,1243.317,1.337,0.228,60.6881,3630.5588,,,57.2,63.07,58.411
LAO,2010,2160.722,3.001,0.474,63.6895,4946.1055,,,70.2,66.083,61.419
LAO,2015,5482.204,9.185,1.35,66.6881,6703.741,,140965.17166666666,89.7,68.896,64.61
LAO,2020,9094.416,18.294,2.49,68.3386,7995.595,,332109.9575,99.3,71.045,65.861
LBN,2001,14536.341,16.407,3.727,74.3542,11817.931,,,99.3,76.161,72.416
LBN,2005,12968.24,16.65,3.565,76.0737,13024.665,,,99.2,77.979,73.996
LBN,2010,15402.093,19.997,3.967,77.5292,17390.758,,,99.5,79.386,75.449
LBN,2015,15547.524,25.731,3.975,78.2754,14980.0205,,187591.6033333333,99.7,80.096,76.221
LBN,2020,17183.244,23.694,4.155,76.2988,12507.437,,224384.49166666667,100.0,78.669,73.855
LBR,2001,668.85,0.414,0.137,53.1095,1867.1191,,,,54.614,51.64
LBR,2005,838.1,0.651,0.197,56.7648,1335.6173,,,,58.219,55.333
LBR,2010,829.724,0.709,0.175,59.3577,1538.8508,,,5.3,60.706,58.015
LBR,2015,1043.535,0.699,0.15,59.2481,1714.0905,,62475.612499999996,15.2,60.368,58.116
LBR,2020,548.43,0.777,0.151,61.2672,1497.377,,128506.90750000002,27.6,62.624,59.905
LBY,2001,39725.582,53.114,9.829,70.6533,17111.484,,,96.9,72.835,68.981
LBY,2005,39425.07,55.986,9.556,71.4386,20644.027,,,90.1,73.689,69.62
LBY,2010,40569.418,59.148,9.103,72.1963,21109.969,,,81.9,74.606,70.176
LBY,2015,27587.535,60.866,9.318,71.644,12192.139,,,73.8,75.248,68.584
LBY,2020,25440.494,36.111,5.125,72.3882,9976.037,,,69.4,75.7,69.527
LCA,2001,9917.78,0.359,2.241,71.3671,17993.637,,,89.9,74.086,68.714
LCA,2005,9940.473,0.392,2.369,72.5437,19491.219,,,90.1,75.682,69.523
LCA,2010,10517.159,0.484,2.83,72.7676,20849.055,,,94.2,75.629,70.057
LCA,2015,10517.959,0.48,2.744,72.9319,21142.973,0.51225066,,99.0,76.042,70.015
LCA,2020,13446.084,0.487,2.734,72.3077,17142.045,,,100.0,76.195,68.763
LCN,2001,,,,,,,,92.33255077,74.27933137,68.1117227
LCN,2005,,,,,,,,93.52274424,75.63818222,69.55513777
LCN,2010,,,,,,,,95.87900491,76.47303846,70.39987932
LCN,2015,,,,,,,,97.28472761,77.75062001,71.77842598
LCN,2020,,,,,,,,98.14999276,76.57414041,69.98605979
LDC,2001,,,,,,,,20.9977554,57.38641803,54.62742194
LDC,2005,,,,,,,,26.27118075,59.873265,56.78437775
LDC,2010,,,,,,,,33.01645229,62.81970569,59.30369471
LDC,2015,,,,,,,,42.31272813,65.45479623,61.20981224
LDC,2020,,,,,,,,54.47368401,67.35490956,62.39987216
LIC,2001,,,,,,,,18.16156256,56.32036412,53.01177684
LIC,2005,,,,,,,,20.92257153,58.95580244,55.43316531
LIC,2010,,,,,,,,26.4471372,61.65001623,58.19206458
LIC,2015,,,,,,,,33.07021839,63.20268196,58.83197579
LIC,2020,,,,,,,,41.73684567,65.27877972,60.41373138
LIE,2001,,0.215,6.414,79.1936,,,,100.0,82.4,76.3
LIE,2005,,0.229,6.596,81.1169,,,,100.0,84.1,77.4
LIE,2010,,0.191,5.296,82.0538,,,,100.0,84.3,79.5
LIE,2015,,0.16,4.266,82.7618,,,,100.0,84.5,80.9
LIE,2020,,0.142,3.65,82.037,,,,100.0,83.4,80.0
LKA,2001,2654.702,10.158,0.518,71.8044,6230.031,,,63.6,76.481,67.71
LKA,2005,3056.239,11.67,0.577,73.0733,7452.742,,,78.1,77.061,69.391
LKA,2010,3334.249,12.697,0.608,74.4626,9832.187,,,85.3,78.2,70.862
LKA,2015,4201.589,19.179,0.883,75.9899,13329.779,,118064.51166666666,94.3,79.395,72.572
LKA,2020,4653.042,20.412,0.905,76.9281,13886.651,,179757.54,100.0,80.066,73.691
LMC,2001,,,,,,,,59.35303029,63.60951275,60.72709269
LMC,2005,,,,,,,,65.2484356,65.36603241,62.08304944
LMC,2010,,,,,,,,71.68773918,67.43696933,63.78635484
LMC,2015,,,,,,,,80.65869535,69.27292888,65.53473301
LMC,2020,,,,,,,,88.38041439,70.14358735,66.0890846
LMY,2001,,,,,,,,74.285738,68.11978683,64.00031454
LMY,2005,,,,,,,,76.98756861,69.53140742,65.23804152
LMY,2010,,,,,,,,80.46973858,71.20941361,66.81410552
LMY,2015,,,,,,,,85.04072987,72.70624522,68.144291
LMY,2020,,,,,,,,89.01628806,73.28116148,68.37655933
LSO,2001,961.396,1.872,0.936,47.1525,2004.0334,,,1.3,49.483,44.879
LSO,2005,1130.01,2.012,1.03,43.6115,2275.016,,,9.6,45.9,41.438
LSO,2010,1557.621,2.275,1.14,46.0447,2651.378,,,17.0,48.303,43.855
LSO,2015,1577.367,2.045,0.971,51.8298,2986.9587,,,31.8,54.355,49.285
LSO,2020,1613.233,1.986,0.888,55.1325,2517.1104,,,47.5,57.669,52.502
LTE,2001,,,,,,,,95.91349852,74.84045789,68.64642365
LTE,2005,,,,,,,,97.16645972,76.23912037,70.01468475
LTE,2010,,,,,,,,98.35251144,77.83955987,71.79784193
LTE,2015,,,,,,,,98.7803025,79.231598,73.13199708
LTE,2020,,,,,,,,99.38694089,79.95232627,73.65750043
LTU,2001,26014.791,12.594,3.626,71.7123,16933.023,,,99.5,77.6,66.0
LTU,2005,28396.092,13.863,4.173,71.2464,23944.701,0.3529672,,99.4,77.4,65.4
LTU,2010,21370.361,13.802,4.455,73.1962,26887.492,0.33608714,,99.7,78.8,68.0
LTU,2015,22064.121,13.045,4.489,74.4737,35251.297,0.373703,133807.24583333332,100.0,79.7,69.2
LTU,2020,25143.689,13.5,4.829,75.105,43091.797,0.35956642,186621.61083333334,100.0,80.1,70.2
LUX,2001,90257.188,9.205,20.838,77.5298,116258.43,0.30926323,,100.0,81.0,74.8
LUX,2005,112937.711,12.076,25.949,78.8786,124866.86,0.30840808,,100.0,82.3,76.7
LUX,2010,98774.555,11.191,22.054,80.0987,131432.06,0.3050438,,100.0,83.5,77.9
LUX,2015,75565.75,9.334,16.389,81.2561,130097.26,0.3292147,33411.306666666664,100.0,84.7,80.0
LUX,2020,64294.848,8.069,12.796,81.4108,129865.63,0.3337364,34438.0775,100.0,84.5,79.9
LVA,2001,17519.91,7.497,3.206,69.9058,15695.906,,,99.9,76.6,65.2
LVA,2005,21150.156,7.811,3.487,70.6324,23213.354,0.38973054,,99.7,77.4,65.6
LVA,2010,23815.682,8.555,4.078,73.0285,24119.73,0.35030216,,99.8,78.4,68.8
LVA,2015,21293.232,7.262,3.672,74.6646,30599.613,0.34202468,143754.05833333332,100.0,79.5,69.7
LVA,2020,21682.938,6.999,3.682,75.4781,34225.9,0.3570395,166888.73333333334,100.0,80.0,70.6
MAC,2001,16363.766,1.561,3.507,79.8122,57114.06,,,100.0,83.2,78.1
MAC,2005,20309.41,1.682,3.395,80.5223,87090.72,,,100.0,83.8,79.0
MAC,2010,19228.785,1.235,2.194,81.6635,130596.31,,,100.0,85.5,79.2
MAC,2015,20830.475,1.773,2.85,82.9402,123396.17,,14979.095000000001,100.0,86.4,80.2
MAC,2020,18909.363,1.033,1.513,84.61,59791.473,,14764.875,100.0,87.1,81.3
MAF,2001,,,,77.0093,,,,99.9,80.998,73.568
MAF,2005,,,,77.8018,,,,99.7,81.692,74.407
MAF,2010,,,,78.7523,,,,100.0,82.572,75.374
MAF,2015,,,,79.8295,,,,100.0,83.588,76.316
MAF,2020,,,,80.0848,,,,100.0,83.851,76.561
MAR,2001,4404.207,36.809,1.277,67.1996,5417.5786,,,71.6,68.927,65.551
MAR,2005,5314.363,44.661,1.471,68.7475,6103.4224,,,78.6,70.454,67.112
MAR,2010,6004.762,54.365,1.674,70.8211,7210.6367,,,95.7,72.484,69.238
MAR,2015,6381.812,58.499,1.69,72.8938,8198.809,,1072604.0383333333,97.3,74.722,71.172
MAR,2020,6625.939,64.542,1.764,73.1327,8054.563,,1679773.4749999999,100.0,75.718,70.852
MCO,2001,,,,82.485,,,,100.0,86.271,78.755
MCO,2005,,,,84.3396,,,,100.0,87.811,80.841
MCO,2010,,,,84.6441,,,,100.0,87.071,82.241
MCO,2015,,,,85.3231,,,,100.0,88.199,82.821
MCO,2020,,,,86.0893,,,,100.0,88.27,84.133
MDA,2001,7669.45,3.787,0.904,67.6725,6090.0347,0.37988025,,98.8,71.445,63.677
MDA,2005,9927.71,4.938,1.238,68.1969,8161.4736,0.36280838,,98.6,72.102,64.067
MDA,2010,8803.479,4.831,1.33,69.8759,9649.951,0.3205092,,99.3,74.011,65.545
MDA,2015,11441.34,4.785,1.456,70.118,11691.08,0.27028158,,99.9,74.528,65.595
MDA,2020,12957.872,5.113,1.666,69.9144,13559.26,0.25045705,,100.0,74.223,65.46
MDG,2001,490.902,1.747,0.103,58.6744,1748.5035,0.47435132,,14.8,59.85,57.528
MDG,2005,448.105,1.741,0.091,60.6639,1648.1763,0.39936346,,16.0,61.997,59.366
MDG,2010,400.653,1.872,0.084,62.5967,1635.2451,0.42413926,,12.3,64.148,61.089
MDG,2015,597.422,3.121,0.123,63.3621,1627.5806,,213197.86666666667,23.8,64.984,61.785
MDG,2020,409.262,3.788,0.131,62.706,1545.7272,,711487.1358333332,32.0,64.576,60.916
MDV,2001,8368.709,0.462,1.61,71.6593,12977.999,,,87.5,73.068,70.632
MDV,2005,9641.796,0.601,1.961,74.7846,13942.875,,,90.9,76.321,73.65
MDV,2010,12542.875,0.931,2.579,76.7556,16730.014,,,99.0,78.443,75.531
MDV,2015,15376.939,1.282,2.995,78.6073,18829.447,,,99.8,80.146,77.485
MDV,2020,10118.341,1.678,3.342,78.713,14242.975,,,100.0,80.386,77.514
MEA,2001,,,,,,,,83.27917617,68.32491586,65.01066896
MEA,2005,,,,,,,,85.95790367,69.42274506,65.80631085
MEA,2010,,,,,,,,90.56081986,71.22780287,67.37957641
MEA,2015,,,,,,,,93.43606555,72.33064932,68.19557591
MEA,2020,,,,,,,,96.26212044,72.29762464,67.78591215
MEX,2001,16786.1,407.485,4.071,72.9118,20078.219,,,97.1,75.24,70.562
MEX,2005,19092.105,463.436,4.38,73.6267,20277.256,0.50938904,,98.9,75.877,71.35
MEX,2010,18706.051,456.409,4.017,73.7181,20058.385,0.4765793,,99.2,76.293,71.121
MEX,2015,18215.742,479.434,3.96,74.4315,21408.928,,5486649.933333334,99.0,76.929,71.883
MEX,2020,16329.48,428.937,3.383,70.4492,19728.482,0.44594306,7802682.691666666,99.4,74.109,66.89
MHL,2001,,0.103,2.006,63.7347,4000.7305,,,70.1,66.582,61.432
MHL,2005,,0.114,2.187,64.1124,4075.1587,,,75.7,66.571,62.089
MHL,2010,,0.136,2.604,64.4977,4269.3584,,,89.4,66.746,62.66
MHL,2015,,0.143,2.927,65.2922,4670.1094,,,92.1,67.596,63.419
MHL,2020,,0.147,3.43,65.3873,6417.1846,,,98.3,68.086,63.278
MIC,2001,,,,,,,,77.94322377,68.99649432,64.78183059
MIC,2005,,,,,,,,80.91146188,70.36618558,65.98031856
MIC,2010,,,,,,,,84.99995373,72.02629792,67.52321807
MIC,2015,,,,,,,,89.6960862,73.57232818,68.96378276
MIC,2020,,,,,,,,93.62474771,74.07357988,69.14017353
MKD,2001,14047.031,8.292,4.013,73.0061,11571.174,,,99.0,76.1,70.9
MKD,2005,15592.222,8.596,4.113,73.6075,13353.726,,,99.1,75.9,71.6
MKD,2010,16524.141,8.182,3.988,75.0374,16730.168,0.40065548,,99.5,77.2,72.9
MKD,2015,14884.739,6.72,3.393,75.6289,19214.016,0.35590693,,99.9,77.4,73.5
MKD,2020,14801.469,6.98,3.729,74.4687,20970.287,,,100.0,76.7,72.2
MLI,2001,347.358,1.161,0.098,51.3004,2140.9927,0.3986631,,10.8,51.673,50.911
MLI,2005,316.051,1.458,0.108,53.7925,2314.0151,,,18.2,54.544,53.036
MLI,2010,600.649,2.088,0.131,55.9931,2594.4155,,,27.0,56.893,55.099
MLI,2015,838.407,3.399,0.183,57.8519,2686.5598,,713958.2875,37.6,58.914,56.808
MLI,2020,1235.455,6.33,0.292,58.8577,2796.4104,,1782136.2216666667,50.6,60.316,57.464
MLT,2001,50641.109,2.737,6.794,78.9023,30572.77,,,100.0,81.2,76.6
MLT,2005,50120.121,2.65,6.411,79.4894,32745.594,,,100.0,81.4,77.3
MLT,2010,71879.516,2.619,6.197,81.3977,37492.676,0.2902576,,100.0,83.6,79.3
MLT,2015,65438.219,1.697,3.815,82.5914,46127.62,0.29433772,,100.0,84.1,79.8
MLT,2020,71577.984,1.601,3.089,82.3358,50392.96,0.3140378,,100.0,84.3,80.0
MMR,2001,889.031,8.856,0.193,60.6398,1498.3116,,,43.0,63.799,57.688
MMR,2005,1532.6,11.548,0.243,61.7204,2377.9026,,,47.3,64.778,58.839
MMR,2010,1228.716,13.125,0.268,63.4791,3893.7903,,,48.8,66.456,60.655
MMR,2015,1894.968,21.88,0.428,65.2877,5313.886,0.3806851,518060.3433333333,60.5,68.352,62.376
MMR,2020,2892.35,34.588,0.652,66.6121,5926.8345,,1047089.6583333333,70.4,69.702,63.678
MNA,2001,,,,,,,,82.10416264,67.78184177,64.33303793
MNA,2005,,,,,,,,84.90043374,68.84184228,65.00870254
MNA,2010,,,,,,,,89.78539871,70.63358176,66.49522987
MNA,2015,,,,,,,,92.82776349,71.67818965,67.07249588
MNA,2020,,,,,,,,95.91737028,71.61125938,66.70227669
MNE,2001,,1.627,2.566,73.739,14531.922,,,99.1,76.722,70.588
MNE,2005,,1.934,3.05,74.4252,16325.787,,,99.8,76.8,71.3
MNE,2010,18623.08,2.422,3.832,75.7125,19481.406,,,99.2,78.5,73.6
MNE,2015,17169.984,2.239,3.564,76.5939,21138.977,0.39005032,,99.5,78.6,74.7
MNE,2020,16968.443,2.404,3.954,75.8503,21039.322,0.35412297,,99.9,78.8,73.2
MNG,2001,6804.878,7.804,3.15,63.8055,5917.071,,,71.7,66.26,60.66
MNG,2005,7940.231,8.515,3.322,64.8105,7499.848,,,86.2,68.61,62.11
MNG,2010,12244.412,13.772,5.098,67.1004,9507.119,0.33081213,,78.5,72.26,64.93
MNG,2015,15730.906,23.279,7.821,69.2386,13974.597,,1130908.4008333334,88.0,75.84,66.02
MNG,2020,18992.855,42.478,12.908,70.0291,14801.342,,2005342.4416666667,99.5,76.22,66.71
MNP,2001,0.0,,,75.4188,,,,100.0,77.655,73.512
MNP,2005,0.0,,,77.3067,,,,99.8,79.131,75.749
MNP,2010,0.0,,,77.7996,,,,100.0,79.815,76.177
MNP,2015,0.0,,,77.3596,,,,100.0,79.408,75.691
MNP,2020,0.0,,,78.03,,,,100.0,79.997,76.341
MOZ,2001,738.631,1.554,0.084,50.2593,785.79016,,,5.7,51.488,48.897
MOZ,2005,924.567,1.77,0.087,52.3225,970.38995,,,11.8,53.516,50.956
MOZ,2010,1031.447,2.638,0.115,55.0397,1224.2302,,,18.9,56.403,53.437
MOZ,2015,1990.918,6.731,0.254,58.711,1512.5997,,370058.89999999997,24.0,60.659,56.435
MOZ,2020,1476.8,6.34,0.206,61.3904,1466.1248,,1008679.7466666666,30.6,64.17,58.238
MRT,2001,1940.413,1.172,0.438,61.6617,4847.4106,,,22.2,63.527,59.794
MRT,2005,2229.6,1.434,0.488,63.9197,5445.8296,,,18.2,66.022,61.796
MRT,2010,2552.896,2.094,0.617,65.6606,5605.7637,,,34.2,67.881,63.486
MRT,2015,2800.854,3.002,0.757,66.4982,5969.5425,,610005.8341666666,39.5,68.555,64.559
MRT,2020,4025.501,4.782,1.039,66.7943,5963.2354,,1522490.4533333334,45.4,68.897,64.804
MSR,2001,25434.92,0.026,5.556,73.331,,,,,,
MSR,2005,37017.359,0.04,8.812,74.1851,,,,,,
MSR,2010,56514.594,0.059,12.165,74.6831,,,,,,
MSR,2015,51588.824,0.051,10.93,75.1277,,,,,,
MSR,2020,22978.65,0.022,4.851,75.5677,,,,,,
MTQ,2001,22638.729,,,78.4308,,,,,,
MTQ,2005,23778.404,,,80.2172,,,,,,
MTQ,2010,24997.469,,,81.1379,,,,,,
MTQ,2015,0.0,,,82.0308,,,,,,
MTQ,2020,0.0,,,80.2672,,,,,,
MUS,2001,13333.299,2.862,2.334,71.9853,13659.635,,,99.2,75.3,68.4
MUS,2005,14340.785,3.294,2.62,72.6439,15205.661,,,99.0,75.91,69.12
MUS,2010,16275.696,3.913,3.051,73.6475,18819.998,,,99.4,76.65,69.46
MUS,2015,18059.736,4.21,3.258,74.673,22335.283,,,99.6,77.79,71.08
MUS,2020,17048.23,3.8,2.961,74.6572,21994.666,,,99.5,77.66,70.86
MWI,2001,401.73,0.777,0.067,47.2049,1149.5804,,,5.2,48.742,45.672
MWI,2005,367.862,0.845,0.066,52.4693,1214.7427,,,6.6,54.275,50.646
MWI,2010,420.678,0.972,0.066,57.787,1504.3751,0.45473015,,8.7,59.898,55.634
MWI,2015,361.837,1.05,0.061,62.324,1597.6914,,62325.65583333333,10.8,65.244,59.398
MWI,2020,400.503,1.868,0.096,65.2159,1656.4398,,153060.43083333332,11.5,68.813,61.676
MYS,2001,26646.211,130.89,5.564,73.08,18186.441,,,98.6,75.878,70.584
MYS,2005,32374.359,169.978,6.579,74.3699,20767.586,,,98.7,77.112,71.927
MYS,2010,32635.248,199.346,6.957,75.3761,23307.97,,,99.5,78.063,73.004
MYS,2015,35686.098,235.942,7.554,75.2876,27699.627,0.410664,1355409.625,99.9,78.032,72.9
MYS,2020,35317.566,262.159,7.736,76.0566,29200.453,,1540653.0241666667,100.0,78.769,73.688
MYT,2001,,,,76.5265,,,,,,
MYT,2005,,,,77.1305,,,,,,
MYT,2010,,,,78.2501,,,,,,
MYT,2015,,,,76.8827,,,,,,
MYT,2020,,,,74.2126,,,,,,
NAC,2001,,,,,,,,100.0,79.74677723,74.5563952
NAC,2005,,,,,,,,100.0,80.33967734,75.27605508
NAC,2010,,,,,,,,100.0,81.25353091,76.49606407
NAC,2015,,,,,,,,100.0,81.47170706,76.65216685
NAC,2020,,,,,,,,100.0,80.31071479,74.72361412
NAM,2001,6452.327,2.231,1.202,51.9803,7786.5415,,,36.0,53.612,50.204
NAM,2005,6712.933,2.532,1.287,52.557,9245.137,,,39.6,54.288,50.694
NAM,2010,7701.206,2.788,1.322,56.0935,10614.62,,,44.4,58.672,53.434
NAM,2015,8520.717,3.394,1.429,60.0083,12166.565,0.5906661,255100.21083333332,51.6,63.105,56.845
NAM,2020,6684.18,3.44,1.261,64.0712,9652.248,,1000701.9991666666,52.3,68.035,60.162
NCL,2001,38829.062,1.877,8.241,73.9577,,,,100.0,77.17,71.006
NCL,2005,46069.477,2.806,11.482,74.8671,,,,100.0,77.976,71.973
NCL,2010,54485.336,3.658,13.983,75.9915,,,,100.0,79.208,73.05
NCL,2015,66980.914,4.877,17.222,77.2055,,,,100.0,80.174,74.424
NCL,2020,67659.969,5.109,17.978,77.0494,,,,100.0,79.53,74.657
NER,2001,272.512,0.646,0.054,49.8722,1233.0651,,,8.4,50.171,49.512
NER,2005,285.7,0.691,0.05,53.3203,1233.8755,0.44387317,,7.1,53.699,52.887
NER,2010,416.406,1.16,0.07,57.0796,1336.5641,,,13.6,57.615,56.513
NER,2015,518.867,2.199,0.11,58.8498,1471.6614,,541632.5483333333,16.6,59.731,57.971
NER,2020,464.737,3.04,0.128,59.8903,1615.6927,,1535576.6741666666,18.7,61.018,58.797
NGA,2001,1880.878,100.218,0.772,47.5493,3392.0354,,,43.9,48.231,46.869
NGA,2005,2102.18,101.666,0.701,49.5377,4372.9756,,,46.8,50.078,48.994
NGA,2010,1445.279,112.05,0.672,51.3145,5359.5186,0.3565021,,48.0,51.768,50.853
NGA,2015,2458.866,110.525,0.58,51.9394,5985.094,0.3587978,1460756.3916666666,52.5,52.243,51.626
NGA,2020,2221.549,124.899,0.584,53.0724,5410.6934,,2020410.4916666665,55.4,53.432,52.707
NIC,2001,3275.789,3.909,0.768,67.0281,4958.3276,0.5287477,,72.2,70.054,63.963
NIC,2005,3518.657,4.253,0.796,70.3745,5356.9585,0.48820037,,73.8,73.398,67.315
NIC,2010,3465.252,4.453,0.776,71.7608,5701.128,,,80.1,74.684,68.777
NIC,2015,4094.444,5.408,0.879,72.8989,6939.0327,,103781.07583333332,83.2,75.642,70.067
NIC,2020,2969.404,4.641,0.707,70.7662,6523.3696,,212682.77500000002,86.0,74.03,67.603
NIU,2001,14758.186,0.007,3.651,66.7003,,,,,,
NIU,2005,15010.139,0.004,1.982,66.9773,,,,,,
NIU,2010,13821.896,0.004,2.052,67.6513,,,,,,
NIU,2015,17953.883,0.007,4.064,68.6111,,,,,,
NIU,2020,18402.557,0.007,4.022,69.4704,,,,,,
NLD,2001,64609.707,177.464,10.966,78.3379,56887.434,,,100.0,80.7,75.8
NLD,2005,67549.203,178.13,10.818,79.488,58422.01,0.2904823,,100.0,81.6,77.2
NLD,2010,69801.305,182.479,10.88,80.8293,61518.555,0.2784524,,100.0,82.7,78.8
NLD,2015,60001.469,163.958,9.584,81.49,63081.395,0.2824158,1224743.4749999999,100.0,83.2,79.9
NLD,2020,56095.773,136.974,7.766,81.3931,64862.19,0.2599421,1187086.7249999999,100.0,83.1,79.7
NOR,2001,115021.117,43.519,9.642,78.8958,78791.305,,,100.0,81.5,76.2
NOR,2005,120793.703,43.279,9.361,80.1695,84080.0,0.30597028,,100.0,82.5,77.7
NOR,2010,101845.164,45.659,9.339,81.0392,83256.79,0.25723708,,100.0,83.2,78.9
NOR,2015,105837.883,45.523,8.772,82.2728,85550.3,0.27496755,1689604.7683333333,100.0,84.2,80.5
NOR,2020,103431.453,41.275,7.673,83.1953,86096.055,0.28392884,1469976.9225,100.0,84.9,81.6
NPL,2001,478.172,3.236,0.13,63.2881,2413.8142,,,24.6,64.964,61.663
NPL,2005,495.115,2.987,0.114,65.2755,2580.231,,,46.1,67.317,63.301
NPL,2010,646.763,4.828,0.177,66.7724,3085.314,0.32840586,,68.6,68.35,65.207
NPL,2015,757.94,6.905,0.248,67.3736,3745.2617,,164110.5975,82.0,68.593,66.146
NPL,2020,1574.517,15.631,0.54,69.1065,4412.542,,294093.34500000003,89.9,70.772,67.453
NRU,2001,41048.137,0.081,7.944,59.4823,8394.085,,,99.0,63.101,57.181
NRU,2005,31986.508,0.062,6.185,59.3608,7284.041,,,99.0,62.849,57.049
NRU,2010,23692.006,0.044,4.368,60.0741,6966.7856,,,99.2,63.563,57.486
NRU,2015,30402.252,0.055,5.008,60.8969,11344.103,,,99.0,64.171,58.219
NRU,2020,26778.031,0.055,4.712,61.5271,11441.259,,,100.0,64.025,59.277
NZL,2001,58453.16,34.356,8.828,78.6615,36885.645,,,100.0,81.1,76.4
NZL,2005,55323.238,37.401,9.045,80.0308,40848.297,,,100.0,81.9,77.9
NZL,2010,54082.043,34.787,8.001,81.0517,41270.93,,,100.0,82.8,79.1
NZL,2015,54663.621,35.805,7.76,81.5866,44963.832,,312964.54833333334,100.0,83.4,79.91
NZL,2020,47201.203,34.109,6.728,82.6628,46104.605,,554142.7091666666,100.0,84.1,80.5
OED,2001,,,,,,,,99.66052259,80.21059071,74.16702725
OED,2005,,,,,,,,99.73907344,80.92396431,75.11335646
OED,2010,,,,,,,,99.80762621,81.89569816,76.32218713
OED,2015,,,,,,,,99.83935774,82.46452785,77.17009683
OED,2020,,,,,,,,99.93298036,81.89202184,76.1693793
OMN,2001,53325.875,22.512,9.744,73.9788,43492.285,,,100.0,76.921,72.103
OMN,2005,63470.828,31.835,12.942,75.0705,41551.14,,,99.9,77.989,73.114
OMN,2010,85980.578,51.429,18.651,77.1844,48191.613,,,100.0,79.591,75.394
OMN,2015,80629.938,67.883,16.221,79.3457,39813.79,,1273077.2833333334,100.0,81.282,77.87
OMN,2020,79946.398,71.845,15.886,77.7634,37560.6,,1528463.2583333335,100.0,79.477,76.524
OSS,2001,,,,,,,,72.86553764,69.43600988,63.99220287
OSS,2005,,,,,,,,75.79847568,70.22144402,65.08185292
OSS,2010,,,,,,,,79.84327786,72.18758267,67.13242822
OSS,2015,,,,,,,,86.45203305,74.03874872,69.10114572
OSS,2020,,,,,,,,92.8384985,75.24777087,69.9968188
PAK,2001,3108.856,105.401,0.662,62.2406,3559.7278,0.2865302,,73.9,63.335,61.311
PAK,2005,3655.327,129.947,0.741,62.4163,4042.1545,0.31261253,,78.1,63.926,61.115
PAK,2010,3761.662,147.504,0.74,64.3784,4228.7817,0.28780863,,87.1,66.746,62.316
PAK,2015,3816.6,144.896,0.667,65.6406,4645.286,0.31291267,1565684.8575,91.0,68.086,63.463
PAK,2020,4083.672,215.51,0.917,65.7015,5135.0146,,2542100.1999999997,94.5,68.447,63.281
PAN,2001,20579.988,6.909,2.251,73.8197,14427.83,0.56695515,,81.5,77.073,70.747
PAN,2005,18730.119,6.742,2.035,75.1604,16867.96,0.5379738,,84.1,78.401,72.045
PAN,2010,23041.994,9.06,2.497,76.417,22739.111,0.51608574,,86.9,79.934,73.034
PAN,2015,25493.914,10.652,2.69,77.5827,29933.156,0.5080543,125901.255,91.6,80.609,74.621
PAN,2020,19829.928,6.557,1.527,76.3302,26881.799,,204795.74750000003,95.3,79.822,73.104
PER,2001,5417.33,25.26,0.937,70.315,7611.6665,0.5130155,,72.1,72.113,68.59
PER,2005,5826.454,30.321,1.079,71.9882,8949.954,0.50449,,77.2,74.24,69.896
PER,2010,7745.535,42.505,1.461,72.8858,12059.018,0.4553765,,88.1,75.234,70.704
PER,2015,9247.936,49.204,1.615,75.7316,14542.793,0.43356055,852430.2941666666,93.9,78.028,73.556
PER,2020,8766.584,47.237,1.438,73.8315,13609.6,0.4373981,1958289.0416666667,96.2,77.976,70.397
PHL,2001,3695.906,69.799,0.857,67.8286,4778.401,,,75.7,71.2,64.384
PHL,2005,3628.223,72.334,0.822,68.4231,5386.8164,,,79.8,72.143,64.666
PHL,2010,3539.977,82.246,0.854,68.8833,6273.039,,,85.5,72.112,65.534
PHL,2015,4220.298,111.046,1.054,69.4501,7691.763,0.40351498,382205.30083333334,89.1,72.527,66.271
PHL,2020,4583.802,131.457,1.173,70.0974,8455.185,,668879.73,96.4,72.76,67.421
PLW,2001,,0.213,10.966,64.8001,16295.897,,,98.0,69.659,61.326
PLW,2005,,0.224,11.267,66.2193,17382.299,,,98.9,70.535,62.892
PLW,2010,,0.209,11.338,68.3473,16530.846,,,98.8,72.18,65.213
PLW,2015,,0.202,11.327,69.0702,20021.314,,,99.5,72.604,66.11
PLW,2020,,0.209,11.722,68.6889,18160.254,,,100.0,71.926,66.09
PNG,2001,2688.382,3.336,0.582,61.6465,3211.7593,,,12.7,63.867,59.846
PNG,2005,3044.417,4.984,0.763,61.8678,3136.5857,,,14.1,64.023,60.149
PNG,2010,2536.663,4.715,0.618,63.0557,3579.1714,,,19.5,65.467,61.174
PNG,2015,2863.987,6.316,0.722,64.473,4154.5234,,160568.93416666667,18.4,67.516,62.121
PNG,2020,2062.198,7.911,0.806,65.075,4077.6313,,454850.90750000003,20.5,68.368,62.568
