iso3,year,energy_per_capita,co2,co2_per_capita,life_expectancy,gdp_per_capita,gini,night_lights,electricity_access_pct,life_exp_female,life_exp_male
ARE,2010,140162.172,185.848,26.786,81.886,68799.93,,,100.0,83.044,81.157
ARE,2015,140995.641,225.045,25.943,82.0759,70234.734,,,100.0,83.328,81.333
ARE,2020,125364.016,215.266,22.783,81.9363,65784.68,,,100.0,83.9,80.797
ARG,2001,18268.309,135.004,3.588,74.1542,21066.459,,,95.5,77.642,70.637
ARG,2005,20306.811,161.728,4.124,75.2306,23262.408,,,96.7,78.632,71.767
ARG,2010,21368.291,186.121,4.508,75.68,28056.258,,,98.8,78.732,72.542
ARG,2015,23230.514,191.809,4.412,76.5995,28669.207,,5280089.625,99.7,79.795,73.367
ARG,2020,19117.844,164.613,3.643,75.8781,23877.094,,7953728.433333334,100.0,78.783,72.981
ARM,2001,8735.948,3.533,1.145,71.1744,5044.1167,0.3536436,,100.0,76.1,70.0
ARM,2005,11044.477,4.376,1.456,72.0822,8362.9,0.35992354,,99.8,76.2,70.1
ARM,2010,11824.479,4.256,1.452,72.9381,10438.564,0.29992583,,99.8,76.4,70.1
ARM,2015,12623.371,5.469,1.872,74.229,13112.76,0.32356772,,100.0,78.2,71.7
ARM,2020,15475.537,6.795,2.351,68.8898,15052.936,0.25131604,,100.0,78.6,68.4
ASM,2001,40271.914,,,71.5734,,,,,74.483,69.041
ASM,2005,43830.316,,,72.3817,,,,,75.125,69.973
ASM,2010,45693.238,,,72.5866,,,,,75.199,70.24
ASM,2015,27274.322,,,72.6543,,,,,75.268,70.294
ASM,2020,27671.668,,,72.6717,,,,,75.682,69.995
ATA,2001,,0.004,,,,,,,,
ATA,2005,,0.007,,,,,,,,
ATA,2010,,0.0,,,,,,,,
ATA,2015,,0.0,,,,,,,,
ATA,2020,,0.0,,,,,,,,
ATG,2001,28096.795,0.374,4.912,75.1082,24014.775,,,97.7,78.592,71.531
ATG,2005,31853.928,0.48,6.028,75.3638,27692.635,,,92.2,78.298,72.236
ATG,2010,33264.762,0.55,6.44,76.7013,25826.61,,,98.7,79.879,73.305
ATG,2015,33951.262,0.579,6.474,76.8924,25734.152,,,100.0,79.973,73.536
ATG,2020,31849.861,0.616,6.701,77.1613,23930.672,,,100.0,79.813,74.157
AUS,2001,67924.57,357.668,18.469,80.006,45338.684,0.33461928,,100.0,82.4,77.0
AUS,2005,69494.445,385.082,18.975,81.0923,49914.516,,,100.0,83.3,78.5
AUS,2010,68145.156,405.026,18.293,82.0132,52589.816,0.34656727,,100.0,84.0,79.5
AUS,2015,66879.445,400.589,16.727,82.605,55691.7,,4067090.6166666667,100.0,84.5,80.4
AUS,2020,61584.387,398.547,15.481,83.6639,57059.742,0.33829018,9755019.033333333,100.0,85.3,81.2
AUT,2001,50557.562,70.191,8.728,78.7184,54098.027,,,100.0,81.7,75.6
AUT,2005,52417.352,79.095,9.612,79.5202,56959.637,0.28715208,,100.0,82.2,76.6
AUT,2010,50395.195,72.0,8.607,80.4634,59803.37,0.30251664,,100.0,83.5,77.8
AUT,2015,45856.562,66.358,7.677,81.1592,61026.0,0.3053083,254057.02000000002,100.0,83.7,78.8
AUT,2020,44852.355,62.18,6.97,81.8037,60349.902,0.29800698,355086.8358333334,100.0,83.6,78.9
AZE,2001,15418.293,28.415,3.444,66.0429,6168.9854,0.36454937,,98.6,68.906,63.024
AZE,2005,19406.004,34.194,3.977,67.7103,10054.101,0.26554906,,99.1,70.712,64.566
AZE,2010,14041.989,27.549,3.012,70.3088,19925.39,,,99.9,73.101,67.324
AZE,2015,17618.113,34.683,3.556,72.3486,20678.754,,248512.78,100.0,75.344,69.126
AZE,2020,18162.854,36.237,3.559,70.3116,19126.098,,300695.0908333333,100.0,73.799,66.846
BDI,2001,177.226,0.205,0.031,48.5094,983.39685,,,2.8,50.868,46.166
BDI,2005,117.999,0.158,0.021,53.0529,938.3816,,,3.2,54.589,51.458
BDI,2010,166.69,0.333,0.036,57.0883,947.6214,,,5.3,58.532,55.599
BDI,2015,166.041,0.355,0.032,60.1068,918.5572,,19823.541666666668,7.9,61.874,58.318
BDI,2020,285.654,0.739,0.059,62.5694,833.9202,0.37456086,36181.09916666667,9.1,64.58,60.545
BEL,2001,71630.398,126.085,12.257,78.0824,50857.824,,,100.0,81.2,74.9
BEL,2005,72156.711,125.658,11.992,79.0532,54370.87,0.2933692,,100.0,81.9,76.2
BEL,2010,69929.398,114.563,10.475,80.04,56265.016,0.2837483,,100.0,83.0,77.5
BEL,2015,58306.895,101.327,8.987,80.8889,57534.4,0.2772931,610006.6308333334,100.0,83.4,78.7
BEL,2020,57530.559,91.255,7.908,80.7977,57358.836,0.2595828,621631.9275,100.0,83.0,78.5
BEN,2001,1053.661,1.689,0.227,56.6542,2591.065,,,21.9,58.249,54.982
BEN,2005,1220.712,2.49,0.295,57.7384,2632.4724,,,26.1,58.903,56.511
BEN,2010,2198.494,4.679,0.478,58.3873,2733.574,,,34.2,59.265,57.466
BEN,2015,2004.121,5.318,0.468,59.1233,2952.0022,0.4760386,65565.17333333334,29.6,60.096,58.123
BEN,2020,2427.176,5.541,0.424,60.154,3317.8596,,176216.995,41.0,61.569,58.734
BES,2001,,0.094,6.49,75.5183,,,,,,
BES,2005,,0.095,5.562,75.868,,,,,,
BES,2010,,0.075,3.655,76.7429,,,,,,
BES,2015,,0.128,5.205,77.7542,,,,,,
BES,2020,,0.132,4.982,77.213,,,,,,
BFA,2001,376.252,1.064,0.087,51.1884,1477.2849,,,9.5,52.609,49.68
BFA,2005,362.96,1.104,0.079,53.271,1664.9955,,,11.1,54.656,51.79
BFA,2010,500.354,1.985,0.123,56.343,1873.9714,,,13.1,57.791,54.79
BFA,2015,823.611,3.744,0.199,58.7777,2101.7026,,151732.00916666668,16.2,60.364,57.087
BFA,2020,936.218,5.618,0.262,60.4536,2380.9316,,387655.85000000003,18.5,62.314,58.504
BGD,2001,1138.044,31.064,0.227,62.8358,2803.5547,,,35.0,63.703,62.077
BGD,2005,1314.626,37.717,0.261,65.5087,3231.6138,0.33201292,,44.2,66.668,64.476
BGD,2010,1649.614,54.036,0.355,68.0091,4125.464,0.3213032,,55.3,69.687,66.521
BGD,2015,2416.201,76.946,0.483,70.5429,5352.7114,,317786.96249999997,74.0,72.597,68.682
BGD,2020,2750.768,95.729,0.576,71.4211,7015.1978,,438625.79000000004,96.2,73.428,69.584
BGR,2001,28324.395,49.02,6.183,71.8788,13301.355,,,88.6,75.2,68.5
BGR,2005,30680.381,50.6,6.576,72.5591,17671.193,,,90.6,76.3,69.0
BGR,2010,28432.93,47.816,6.429,73.814,21715.879,0.35653466,,93.5,77.2,70.0
BGR,2015,31303.598,48.127,6.705,74.6208,24553.145,0.38564378,280604.0916666667,96.6,78.2,71.2
BGR,2020,28177.818,36.571,5.274,73.5992,28545.709,0.40523154,395414.2166666666,99.7,77.3,69.6
BHR,2001,165432.156,19.679,28.115,74.9419,57280.7,,,100.0,76.404,73.86
BHR,2005,160850.422,24.487,26.256,76.1249,53478.266,,,100.0,77.551,75.045
BHR,2010,141967.203,29.143,24.02,78.5933,50704.848,,,100.0,79.733,77.63
BHR,2015,148649.344,32.521,23.744,80.3378,54149.914,,,100.0,81.344,79.54
BHR,2020,152086.828,37.429,25.238,78.6833,53814.246,,,100.0,80.954,77.195
BHS,2001,51185.391,1.946,5.934,72.7654,35072.277,,,100.0,76.121,69.557
BHS,2005,37673.348,1.905,5.54,73.4132,35365.38,,,100.0,76.767,70.189
BHS,2010,36093.746,2.231,6.072,73.4487,32711.377,,,100.0,77.05,69.99
BHS,2015,30665.908,2.231,5.79,73.8047,32777.395,,,100.0,77.443,70.255
BHS,2020,26475.709,2.052,5.183,72.9936,26452.525,,,100.0,76.788,69.35
BIH,2001,12905.526,13.263,3.173,75.5725,7979.8687,0.2996642,,99.4,78.7,71.892
BIH,2005,10346.333,16.046,3.917,76.4243,9811.211,,,99.1,79.816,72.491
BIH,2010,16196.633,21.146,5.548,76.827,12138.83,,,99.5,80.214,72.949
BIH,2015,17474.816,18.46,5.247,77.0733,14219.543,,131768.31916666668,99.7,80.177,73.547
BIH,2020,17237.717,20.832,6.314,76.0395,16746.39,,190830.86833333332,100.0,79.393,72.512
BLM,2001,,,,79.6228,,,,,,
BLM,2005,,,,80.8214,,,,,,
BLM,2010,,,,81.8807,,,,,,
BLM,2015,,,,82.9707,,,,,,
BLM,2020,,,,84.0707,,,,,,
BLR,2001,24945.752,54.105,5.444,68.4351,11771.087,0.30576724,,89.5,74.5,62.8
BLR,2005,29386.893,59.396,6.144,68.9822,16579.873,0.2755341,,91.5,75.1,62.9
BLR,2010,32263.27,62.515,6.587,70.5005,24012.613,0.285666,,94.4,76.5,64.6
BLR,2015,28139.031,58.828,6.201,73.7607,25513.213,0.25633225,390000.0275,97.4,78.9,68.6
BLR,2020,30643.523,59.123,6.323,72.269,26731.496,0.24383356,451740.2925,100.0,77.428,67.101
BLZ,2001,9767.024,0.447,1.8,68.944,11555.907,,,80.2,71.66,66.619
BLZ,2005,8681.511,0.418,1.493,70.3347,12702.742,,,83.5,73.042,68.02
BLZ,2010,9271.979,0.539,1.682,70.8753,11868.438,,,89.9,73.715,68.466
BLZ,2015,8945.273,0.685,1.923,71.6467,12339.48,,,91.8,74.803,68.948
BLZ,2020,8853.263,0.654,1.672,71.5801,10032.545,,,96.8,74.463,69.047
BMU,2001,39937.0,0.528,8.525,78.6366,104560.836,,,100.0,82.443,74.882
BMU,2005,45037.344,0.583,9.287,78.8737,109335.38,,,100.0,83.264,74.658
BMU,2010,51401.484,0.605,9.484,79.4139,105968.875,,,100.0,83.835,75.305
BMU,2015,39511.34,0.542,8.542,80.3378,93859.875,,,100.0,84.543,76.412
BMU,2020,30715.402,0.436,6.77,81.4562,88618.086,,,100.0,85.195,77.823
BOL,2001,3773.171,8.752,1.0,62.5381,6144.9785,0.5736684,,69.3,64.74,60.486
BOL,2005,5535.658,12.337,1.318,64.1822,6579.3125,0.58518565,,68.3,66.523,62.015
BOL,2010,6230.601,14.809,1.454,66.0033,7571.678,,,88.0,68.323,63.846
BOL,2015,7687.732,19.9,1.807,67.2052,9141.929,0.46731645,684608.8483333333,91.5,69.552,65.016
BOL,2020,6695.98,18.32,1.55,62.906,9000.976,0.4364544,1638111.7633333334,97.2,67.126,59.654
BRA,2001,13068.838,346.166,1.963,69.98,14016.132,0.5840288,,96.0,73.4,66.699
BRA,2005,13910.281,364.371,1.973,71.8319,15221.014,0.5631013,,97.1,75.292,68.485
BRA,2010,16462.074,440.269,2.273,73.779,18062.158,,,98.6,77.257,70.392
BRA,2015,17530.332,528.174,2.619,75.1064,18357.068,0.51926535,11410620.5,99.7,78.472,71.818
BRA,2020,16401.881,447.999,2.147,74.5058,17327.516,0.4890203,18681743.75,99.7,77.599,71.537
BRB,2001,26563.289,1.307,4.982,74.7065,18380.26,,,100.0,76.983,72.246
BRB,2005,26796.299,1.429,5.318,74.9602,19488.002,,,99.9,77.184,72.561
BRB,2010,26779.607,1.567,5.692,75.4882,19253.408,,,100.0,77.642,73.163
BRB,2015,24433.844,1.335,4.784,76.0546,18464.664,,,100.0,78.157,73.784
BRB,2020,20007.01,1.256,4.457,76.6465,15749.038,,,100.0,78.649,74.477
BRN,2001,67075.961,5.758,17.273,74.2089,99680.766,,,100.0,76.569,72.248
BRN,2005,94145.398,5.429,15.124,74.6831,99795.69,,,100.0,76.976,72.723
BRN,2010,108143.297,8.017,20.435,74.8195,88586.516,,,100.0,77.082,72.876
BRN,2015,115966.164,6.933,16.421,74.8802,81910.19,,66905.12,100.0,77.124,72.911
BRN,2020,130879.008,11.157,24.937,75.1138,80280.9,,52876.10916666667,100.0,77.35,73.128
BTN,2001,2609.194,0.464,0.759,63.3226,5545.6304,,,40.2,64.891,62.023
BTN,2005,3503.102,0.546,0.825,65.8746,6850.804,,,59.8,67.547,64.503
BTN,2010,5194.699,0.905,1.291,68.7648,9985.284,,,73.3,70.512,67.319
BTN,2015,6218.455,1.434,1.936,70.7971,12400.298,,39090.94583333333,95.4,72.487,69.39
BTN,2020,11799.081,1.214,1.576,72.2531,12979.937,,63496.76500000001,100.0,74.191,70.636
BWA,2001,8774.674,3.847,2.247,52.2104,12949.641,,,24.8,53.957,50.465
BWA,2005,9163.952,4.096,2.226,54.3862,14361.958,,,37.5,56.279,52.487
BWA,2010,9157.837,4.537,2.232,59.1373,14545.02,,,52.0,61.487,56.793
BWA,2015,10640.24,5.418,2.459,63.215,15994.964,0.5490736,221391.85416666666,62.1,65.183,61.209
BWA,2020,9292.724,6.192,2.617,67.6426,16289.392,,719454.5733333332,71.8,70.358,65.04
CAF,2001,336.551,0.143,0.036,46.7338,1272.857,,,5.7,47.716,45.83
CAF,2005,285.684,0.128,0.03,48.207,1219.594,,,7.4,48.979,47.489
CAF,2010,214.198,0.169,0.038,46.8707,1479.4137,,,9.8,49.364,44.487
CAF,2015,246.225,0.194,0.042,51.9338,1043.9218,,291862.2683333333,12.7,54.187,49.682
CAF,2020,278.654,0.333,0.066,50.5959,1136.5706,,759958.9233333333,15.4,54.011,47.219
CAN,2001,114440.68,558.981,17.908,79.4494,48774.168,0.33554783,,100.0,82.0,76.92
CAN,2005,117037.266,570.396,17.583,80.131,52356.56,0.33621806,,100.0,82.52,77.82
CAN,2010,109967.867,554.307,16.209,81.3363,52558.44,0.33592603,,100.0,83.54,79.21
CAN,2015,111824.5,563.003,15.655,81.9084,55660.867,0.33746484,40543797.125,100.0,83.89,79.86
CAN,2020,100465.242,524.208,13.733,81.6536,54092.88,0.29851684,33789998.800000004,100.0,83.84,79.34
CEB,2001,,,,,,,,98.02353797,77.13172411,69.26412768
CEB,2005,,,,,,,,98.32069984,77.95405015,69.9441843
CEB,2010,,,,,,,,98.96442715,79.28340613,71.50566448
CEB,2015,,,,,,,,99.53847099,80.37543718,72.96619033
CEB,2020,,,,,,,,99.98058396,79.90306951,72.32222318
CHE,2001,53848.289,45.085,6.239,80.2511,68008.34,,,100.0,83.1,77.4
CHE,2005,45854.688,45.776,6.159,81.2362,69692.59,,,100.0,83.9,78.7
CHE,2010,45935.48,45.034,5.755,82.2873,74290.266,0.3255303,,100.0,84.5,80.1
CHE,2015,40599.461,38.756,4.678,82.8461,76566.08,0.32306957,212199.1475,100.0,85.1,80.8
CHE,2020,35831.355,34.343,3.975,83.0626,77324.89,0.33737928,247704.07333333333,100.0,85.1,81.0
CHI,2001,,,,,,,,100.0,81.3,76.5
CHI,2005,,,,,,,,100.0,82.3,77.8
CHI,2010,,,,,,,,100.0,83.4,79.0
CHI,2015,,,,,,,,100.0,83.6,79.2
CHI,2020,,,,,,,,100.0,83.2,78.7
CHL,2001,19978.879,52.918,3.374,77.5798,17870.3,,,97.1,80.567,74.491
CHL,2005,21856.557,61.116,3.738,78.4589,20918.527,,,97.7,81.262,75.589
CHL,2010,21182.635,71.347,4.153,79.0954,24116.77,,,99.5,81.536,76.607
CHL,2015,22952.104,81.778,4.531,80.0079,27811.375,0.45343348,1058046.0308333333,99.7,82.297,77.689
CHL,2020,22842.787,80.178,4.139,79.3488,26248.562,0.47004908,1883025.25,100.0,82.031,76.76
CHN,2001,9751.951,3724.114,2.912,72.6755,4372.157,,,97.0,75.287,70.235
CHN,2005,16050.938,5881.991,4.49,74.085,6298.323,0.40900767,,97.9,76.769,71.595
CHN,2010,21497.809,8610.048,6.37,75.6679,10476.3125,0.43744954,,99.7,78.329,73.191
CHN,2015,25166.629,9858.04,7.061,76.9755,14856.78,0.38595304,21264670.666666668,100.0,79.785,74.365
CHN,2020,29095.936,10896.521,7.641,78.0191,19215.154,0.37090832,35071923.5,100.0,80.999,75.245
CIV,2001,1804.477,7.653,0.421,51.4284,4609.1445,,,49.7,52.495,50.432
CIV,2005,1768.742,7.568,0.377,52.4324,4032.2458,,,58.9,53.601,51.356
CIV,2010,1568.47,6.225,0.277,55.282,4338.6523,,,58.4,56.912,53.814
CIV,2015,1909.73,9.555,0.378,58.2807,5110.8623,0.4146846,314278.13416666666,62.6,60.022,56.731
CIV,2020,1926.7,11.019,0.381,60.1397,5787.8154,,674098.2716666666,69.9,62.336,58.242
CMR,2001,1092.555,5.562,0.363,53.5983,3884.873,0.42136794,,46.2,54.724,52.451
CMR,2005,1051.857,5.424,0.318,54.9042,4199.7227,,,47.2,56.045,53.746
CMR,2010,1516.108,8.383,0.426,56.9652,4286.583,,,52.8,58.487,55.444
CMR,2015,1584.329,9.85,0.433,59.6866,4698.667,,257205.69999999998,58.6,61.658,57.764
CMR,2020,1442.476,9.716,0.371,61.6738,4763.482,,528389.6833333333,64.3,63.976,59.465
COD,2001,172.269,1.647,0.032,52.2054,841.03564,,,7.1,54.127,50.306
COD,2005,229.068,2.287,0.039,54.0014,918.53485,,,6.0,55.631,52.371
COD,2010,238.127,2.735,0.04,56.4111,1031.2501,,,13.0,57.994,54.827
COD,2015,285.715,3.274,0.04,58.6576,1267.9055,,1165710.1633333333,16.6,60.397,56.931
COD,2020,303.35,4.305,0.045,60.4283,1277.6328,0.4467324,2517390.8925,20.1,62.535,58.373
COG,2001,1252.25,4.178,1.277,55.8849,7567.439,,,30.3,56.441,55.283
COG,2005,1755.258,4.352,1.177,58.7302,7876.118,0.47329873,,33.8,59.378,58.045
COG,2010,4258.174,5.5,1.233,61.7311,8583.662,,,40.0,62.868,60.593
COG,2015,5433.593,5.637,1.106,63.6622,8977.707,,214281.55333333334,44.3,65.133,62.222
COG,2020,2075.094,7.677,1.335,64.3907,6350.5093,,483530.54833333334,48.7,66.161,62.689
COK,2001,17161.758,0.055,3.602,70.0852,,,,,,
COK,2005,23453.707,0.059,3.869,71.1716,,,,,,
COK,2010,21121.791,0.07,4.095,72.7522,,,,,,
COK,2015,23891.668,0.077,4.404,74.0178,,,,,,
COK,2020,21072.932,0.066,4.21,74.5139,,,,,,
COL,2001,7979.627,56.465,1.422,71.1853,10823.45,0.57319844,,98.5,75.526,67.072
COL,2005,7935.201,60.256,1.43,73.1557,11999.255,0.5390761,,96.8,76.837,69.573
COL,2010,9482.512,75.431,1.685,74.8757,14037.064,0.5461634,,96.8,78.189,71.617
COL,2015,10738.832,91.027,1.938,76.0665,16821.38,0.509826,1338189.0716666665,98.2,78.988,73.172
COL,2020,10227.399,92.305,1.823,74.7565,15861.5,0.5348644,2106712.6999999997,99.7,78.23,71.49
COM,2001,828.807,0.106,0.194,59.5867,2414.43,,,42.0,61.261,58.053
COM,2005,1030.811,0.143,0.241,60.8827,2441.1357,,,51.0,62.566,59.309
COM,2010,1062.034,0.161,0.246,62.7473,2652.3555,,,69.7,64.437,61.156
COM,2015,1036.738,0.18,0.247,64.4727,3105.593,,,74.1,66.349,62.721
COM,2020,1334.634,0.37,0.461,65.7559,3424.5398,,,85.6,68.0,63.725
CPV,2001,3278.061,0.348,0.756,68.7073,4540.907,0.5249523,,60.3,72.705,64.467
CPV,2005,5752.394,0.447,0.921,70.9365,5565.7695,,,67.0,74.63,66.98
CPV,2010,6675.351,0.557,1.092,72.5066,7072.1216,,,81.1,76.124,68.712
CPV,2015,7165.588,0.495,0.965,74.0963,7560.1367,0.42381087,,86.4,77.616,70.444
CPV,2020,5225.029,0.52,1.011,73.8177,7207.8687,,,93.7,78.007,69.775
CRI,2001,7386.59,5.638,1.406,77.609,14250.463,0.5150596,,98.2,80.2,75.009
CRI,2005,8036.24,6.66,1.563,78.8766,15703.963,0.47510257,,99.1,81.407,76.29
CRI,2010,8397.728,7.461,1.638,79.354,18660.92,0.4804304,,99.0,82.039,76.628
CRI,2015,8542.585,7.353,1.526,80.4069,21254.783,0.4837395,165573.31833333333,99.4,83.28,77.516
CRI,2020,8050.602,6.754,1.342,79.7252,22211.861,0.49245045,203902.28416666668,99.9,82.754,76.769
CSS,2001,,,,,,,,90.48553367,71.66686312,65.8043628
CSS,2005,,,,,,,,90.81578748,72.71548651,66.70106223
CSS,2010,,,,,,,,94.18151246,74.18522915,67.99717549
CSS,2015,,,,,,,,96.20019485,75.11248854,68.77389507
CSS,2020,,,,,,,,97.93336269,75.48579576,68.61472189
CUB,2001,9057.561,24.681,2.215,76.4287,,,,96.2,78.587,74.39
CUB,2005,9173.916,25.706,2.282,77.5401,,,,96.8,79.819,75.382
CUB,2010,11787.603,33.042,2.925,77.8757,,,,97.8,79.885,75.921
CUB,2015,11314.978,29.091,2.58,77.7453,,,,99.0,79.986,75.573
CUB,2020,7528.708,21.281,1.904,77.4075,,,,99.9,79.939,74.968
CUW,2001,,5.055,34.922,73.3602,35339.062,,,99.9,76.306,70.202
CUW,2005,,5.071,33.514,73.8731,33651.504,,,99.7,76.907,70.606
CUW,2010,,4.034,25.713,75.1167,33004.555,,,100.0,78.368,71.611
CUW,2015,,7.332,44.002,76.4823,30861.32,,,100.0,80.337,72.373
CUW,2020,,2.008,10.852,76.5011,23751.498,,,100.0,80.606,72.164
CXR,2001,,0.0,,,,,,,,
CXR,2005,,0.0,,,,,,,,
CXR,2010,,0.0,,,,,,,,
CXR,2015,,0.0,,,,,,,,
CXR,2020,,0.0,,,,,,,,
CYM,2001,51357.527,,,74.5295,,,,100.0,77.284,71.922
CYM,2005,46077.723,,,74.8632,,,,100.0,77.618,72.26
CYM,2010,46248.582,,,76.0687,76259.03,,,100.0,78.662,73.593
CYM,2015,41914.992,,,78.1191,73281.05,,,100.0,80.627,75.714
CYM,2020,42691.719,,,79.2299,72149.33,,,100.0,81.825,76.803
CYP,2001,31750.184,6.98,7.239,78.1848,37147.91,,,100.0,80.885,75.629
CYP,2005,33773.234,7.952,7.674,79.1975,41363.28,0.30259413,,100.0,81.81,76.714
CYP,2010,30197.65,8.072,7.157,80.6325,42103.492,0.31457788,,100.0,83.238,78.173
CYP,2015,23932.49,6.952,5.701,81.4637,37903.125,0.33966377,,100.0,83.855,79.153
CYP,2020,21718.07,6.903,5.301,81.2302,44203.89,0.31727943,,100.0,83.652,78.916
CZE,2001,47427.371,127.165,12.428,75.3141,30399.873,,,100.0,78.4,72.1
CZE,2005,50547.348,125.713,12.229,76.1561,35535.746,0.26946017,,100.0,79.1,72.9
CZE,2010,49087.34,117.464,11.226,77.5677,39097.387,0.26623514,,100.0,80.6,74.4
CZE,2015,44726.312,104.99,9.976,78.5609,42066.574,0.25867426,415115.00666666665,100.0,81.6,75.7
CZE,2020,41949.207,91.661,8.688,78.237,45119.938,0.26245132,516957.7891666666,100.0,81.3,75.3
DEU,2001,49586.344,915.255,11.171,78.4023,50711.68,0.29949388,,100.0,81.3,75.5
DEU,2005,48297.324,867.88,10.578,79.254,51289.28,0.31704092,,100.0,81.8,76.2
DEU,2010,47595.078,826.705,10.228,80.0814,54865.43,0.30218413,,100.0,82.6,77.5
DEU,2015,46064.512,800.823,9.757,80.5658,59699.34,0.31653914,1916848.4916666665,100.0,83.1,78.3
DEU,2020,41838.707,647.177,7.739,81.0036,60342.664,0.3243345,2191489.013333333,100.0,83.5,78.7
DJI,2001,4564.707,0.366,0.475,57.5059,,,,56.1,59.167,55.868
DJI,2005,4014.631,0.414,0.493,58.5483,,,,56.8,60.888,56.295
DJI,2010,3895.526,0.517,0.555,60.7431,,,,57.9,63.05,58.506
DJI,2015,3576.368,0.505,0.495,62.8326,4961.868,,11636.146666666667,59.1,65.313,60.43
DJI,2020,2837.851,0.463,0.419,64.2001,5791.4775,,32960.95166666667,64.5,66.847,61.656
DMA,2001,7499.582,0.11,1.609,71.8624,14091.549,,,82.1,74.617,69.24
DMA,2005,9079.752,0.15,2.185,72.0161,15080.5205,,,86.0,74.787,69.436
DMA,2010,10673.562,0.169,2.447,71.6797,17516.787,,,91.3,74.6,69.091
DMA,2015,10928.203,0.176,2.497,69.9683,16920.912,,,96.7,72.395,67.755
DMA,2020,10195.542,0.158,2.331,71.2693,14919.531,,,100.0,74.591,68.44
DNK,2001,44266.91,55.897,10.431,76.9736,57770.223,,,100.0,79.2,74.5
DNK,2005,43106.668,51.535,9.509,78.2259,60635.625,0.25186387,,100.0,80.2,75.6
DNK,2010,42534.992,49.19,8.866,79.2473,59696.355,0.2719856,,100.0,81.2,77.1
DNK,2015,35008.297,35.111,6.177,80.7394,61893.246,0.28177243,188078.1,100.0,82.7,78.8
DNK,2020,32953.23,28.3,4.853,81.5458,65204.55,0.27503937,218491.13583333333,100.0,83.6,79.7
DOM,2001,9479.246,19.083,2.188,70.5531,10991.137,0.49999,,89.8,73.948,67.327
DOM,2005,8632.511,17.852,1.935,71.0435,12022.508,0.49965227,,90.1,74.033,68.159
DOM,2010,8694.792,20.445,2.082,72.0393,14975.001,0.47325945,,98.1,75.68,68.612
DOM,2015,9146.476,22.986,2.203,72.9821,17973.188,0.45181024,193823.88749999998,98.6,76.376,69.7
DOM,2020,9261.6,26.228,2.383,72.6358,19545.41,0.39628673,304960.98666666663,100.0,76.717,68.925
DZA,2001,9920.246,86.019,2.745,71.0245,11742.595,,,98.6,72.295,69.823
DZA,2005,11062.527,109.564,3.309,72.836,13738.496,,,98.6,73.962,71.76
DZA,2010,12130.888,117.847,3.257,74.1435,14496.421,,,98.9,75.319,73.017
DZA,2015,15430.442,160.322,4.006,75.1589,15239.518,,5193317.825,99.4,76.377,73.992
DZA,2020,14733.622,171.139,3.886,73.2568,14194.155,,7182293.725000001,99.7,74.943,71.733
EAP,2001,,,,,,,,91.67980739,73.73875634,68.54536917
EAP,2005,,,,,,,,92.84530036,75.13293403,69.81277535
EAP,2010,,,,,,,,95.05537066,76.45484535,71.20480385
EAP,2015,,,,,,,,96.62182507,77.77262893,72.28022325
EAP,2020,,,,,,,,97.56518497,78.68504602,72.8849225
EAR,2001,,,,,,,,68.25777415,66.21628166,62.98198883
EAR,2005,,,,,,,,72.75078067,67.8165713,64.24391654
EAR,2010,,,,,,,,79.39018951,69.85476885,65.91120285
EAR,2015,,,,,,,,86.82715446,71.75465345,67.628743
EAR,2020,,,,,,,,93.45578106,72.21283919,67.73105446
EAS,2001,,,,,,,,92.54379823,74.8076037,69.41699252
EAS,2005,,,,,,,,93.5751463,76.12236029,70.62801478
EAS,2010,,,,,,,,95.54683248,77.40983055,71.99216751
EAS,2015,,,,,,,,96.95005996,78.66281102,73.07463234
EAS,2020,,,,,,,,97.79762097,79.55335722,73.70537222
ECA,2001,,,,,,,,99.07052443,73.2013417,65.16309045
ECA,2005,,,,,,,,99.25945695,74.08353293,66.0514098
ECA,2010,,,,,,,,99.60862245,75.7223424,68.20688392
ECA,2015,,,,,,,,99.76780457,77.3624214,70.1709944
ECA,2020,,,,,,,,99.97745826,77.26312268,69.97646362
ECS,2001,,,,,,,,99.16555077,77.39006807,69.5557463
ECS,2005,,,,,,,,99.27990043,78.11433387,70.44230868
ECS,2010,,,,,,,,99.66544251,79.63133874,72.56154625
ECS,2015,,,,,,,,99.16791752,80.71031413,74.11607809
ECS,2020,,,,,,,,99.97603547,80.51031128,74.0236194
ECU,2001,8170.207,23.436,1.815,72.5709,9405.117,,,94.0,75.667,69.536
ECU,2005,8719.039,30.652,2.214,73.9092,10660.205,0.530574,,95.8,77.131,70.764
ECU,2010,10293.683,36.469,2.419,75.1876,11665.698,0.48800084,,97.5,78.261,72.152
ECU,2015,11560.564,41.298,2.539,76.2219,13881.57,0.4595101,694976.585,98.8,78.621,73.816
ECU,2020,10421.882,32.473,1.851,72.0036,12440.326,0.47309673,968608.945,98.9,75.876,68.607
EGY,2001,7947.73,126.372,1.693,67.6118,10117.333,,,97.4,69.948,65.319
EGY,2005,8624.023,166.934,2.058,68.3552,10700.609,,,99.4,70.832,65.947
EGY,2010,10035.333,202.704,2.273,69.0782,13128.988,0.30191457,,99.4,71.534,66.692
EGY,2015,9800.549,226.654,2.276,70.1346,13425.912,0.31823358,3712891.2916666665,99.3,72.518,67.809
